# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3022826	3023698	+					hypB		ECIAI39_RS14660	873		old_locus_tag=ECIAI39_2916
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3022826	3023698	+	WP_000337665.1	WP_000337665.1		hydrogenase nickel incorporation protein HypB	hypB		ECIAI39_RS14660	873	290	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3023689	3023961	+					hypC		ECIAI39_RS14665	273		old_locus_tag=ECIAI39_2917
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3023689	3023961	+	WP_000334881.1	WP_000334881.1		hydrogenase 3 maturation protein HypC	hypC		ECIAI39_RS14665	273	90	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3023961	3025082	+					hypD		ECIAI39_RS14670	1122		old_locus_tag=ECIAI39_2918
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3023961	3025082	+	WP_001212982.1	WP_001212982.1		hydrogenase formation protein HypD	hypD		ECIAI39_RS14670	1122	373	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3025079	3026089	+					hypE		ECIAI39_RS14675	1011		old_locus_tag=ECIAI39_2919
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3025079	3026089	+	WP_001059912.1	WP_001059912.1		hydrogenase maturation carbamoyl dehydratase HypE	hypE		ECIAI39_RS14675	1011	336	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3026163	3028241	+					flhA		ECIAI39_RS14680	2079		old_locus_tag=ECIAI39_2920
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3026163	3028241	+	WP_001361307.1	WP_001361307.1		formate hydrogenlyase transcriptional activator FlhA	flhA		ECIAI39_RS14680	2079	692	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3028286	3028714	+							ECIAI39_RS14685	429		old_locus_tag=ECIAI39_2921
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3028286	3028714	+	WP_000301062.1	WP_000301062.1		TOBE domain-containing protein			ECIAI39_RS14685	429	142	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3028753	3029097	-					ygbA		ECIAI39_RS14690	345		old_locus_tag=ECIAI39_2922
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3028753	3029097	-	WP_000015479.1	WP_000015479.1		nitrous oxide-stimulated promoter family protein	ygbA		ECIAI39_RS14690	345	114	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3029174	3029308	-							ECIAI39_RS14695	135		
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3029174	3029308	-	WP_000611937.1	WP_000611937.1		hypothetical protein			ECIAI39_RS14695	135	44	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3029384	3031945	+					mutS		ECIAI39_RS14700	2562		old_locus_tag=ECIAI39_2923
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3029384	3031945	+	WP_001272888.1	WP_001272888.1		DNA mismatch repair protein MutS	mutS		ECIAI39_RS14700	2562	853	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3032051	3032707	+					pphB		ECIAI39_RS14705	657		old_locus_tag=ECIAI39_2924
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3032051	3032707	+	WP_001141299.1	WP_001141299.1		protein-serine/threonine phosphatase	pphB		ECIAI39_RS14705	657	218	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3032749	3032985	-							ECIAI39_RS14710	237		old_locus_tag=ECIAI39_2925
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3032749	3032985	-	WP_000562981.1	WP_000562981.1		hypothetical protein			ECIAI39_RS14710	237	78	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3032996	3034423	-							ECIAI39_RS14715	1428		old_locus_tag=ECIAI39_2926
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3032996	3034423	-	WP_000863203.1	WP_000863203.1		UbiD family decarboxylase			ECIAI39_RS14715	1428	475	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3034423	3035016	-							ECIAI39_RS14720	594		old_locus_tag=ECIAI39_2927
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3034423	3035016	-	WP_001237178.1	WP_001237178.1		UbiX family flavin prenyltransferase			ECIAI39_RS14720	594	197	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3035163	3035570	+							ECIAI39_RS14725	408		old_locus_tag=ECIAI39_2928
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3035163	3035570	+	WP_001208064.1	WP_001208064.1		MarR family transcriptional regulator			ECIAI39_RS14725	408	135	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3035691	3036683	-					rpoS		ECIAI39_RS14730	993		old_locus_tag=ECIAI39_2929
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3035691	3036683	-	WP_000081570.1	WP_000081570.1		RNA polymerase sigma factor RpoS	rpoS		ECIAI39_RS14730	993	330	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3036746	3037885	-					nlpD		ECIAI39_RS14735	1140		old_locus_tag=ECIAI39_2930
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3036746	3037885	-	WP_001272592.1	WP_001272592.1		murein hydrolase activator NlpD	nlpD		ECIAI39_RS14735	1140	379	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3038025	3038651	-					pcm		ECIAI39_RS14740	627		old_locus_tag=ECIAI39_2932
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3038025	3038651	-	WP_000254713.1	WP_000254713.1		protein-L-isoaspartate O-methyltransferase	pcm		ECIAI39_RS14740	627	208	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3038645	3039406	-					surE		ECIAI39_RS14745	762		old_locus_tag=ECIAI39_2933
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3038645	3039406	-	WP_012602468.1	WP_012602468.1		5'/3'-nucleotidase SurE	surE		ECIAI39_RS14745	762	253	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3039387	3040436	-					truD		ECIAI39_RS14750	1050		old_locus_tag=ECIAI39_2934
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3039387	3040436	-	WP_000568913.1	WP_000568913.1		tRNA pseudouridine(13) synthase TruD	truD		ECIAI39_RS14750	1050	349	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3040433	3040912	-					ispF		ECIAI39_RS14755	480		old_locus_tag=ECIAI39_2935
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3040433	3040912	-	WP_001219242.1	WP_001219242.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		ECIAI39_RS14755	480	159	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3040912	3041622	-					ispD		ECIAI39_RS14760	711		old_locus_tag=ECIAI39_2936
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3040912	3041622	-	WP_000246132.1	WP_000246132.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		ECIAI39_RS14760	711	236	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3041641	3041952	-					ftsB		ECIAI39_RS14765	312		old_locus_tag=ECIAI39_2937
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3041641	3041952	-	WP_000517476.1	WP_000517476.1		cell division protein FtsB	ftsB		ECIAI39_RS14765	312	103	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3042146	3042469	-					ygbE		ECIAI39_RS14770	324		old_locus_tag=ECIAI39_2938
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3042146	3042469	-	WP_001246104.1	WP_001246104.1		DUF3561 family protein	ygbE		ECIAI39_RS14770	324	107	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3042519	3043124	-					cysC		ECIAI39_RS14775	606		old_locus_tag=ECIAI39_2939
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3042519	3043124	-	WP_001173653.1	WP_001173653.1		adenylyl-sulfate kinase	cysC		ECIAI39_RS14775	606	201	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3043124	3044551	-					cysN		ECIAI39_RS14780	1428		old_locus_tag=ECIAI39_2940
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3043124	3044551	-	WP_001090361.1	WP_001090361.1		sulfate adenylyltransferase subunit CysN	cysN		ECIAI39_RS14780	1428	475	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3044553	3045461	-					cysD		ECIAI39_RS14785	909		old_locus_tag=ECIAI39_2941
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3044553	3045461	-	WP_000372108.1	WP_000372108.1		sulfate adenylyltransferase subunit CysD	cysD		ECIAI39_RS14785	909	302	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3045713	3046750	+					iap		ECIAI39_RS14790	1038		old_locus_tag=ECIAI39_2942
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3045713	3046750	+	WP_000490450.1	WP_000490450.1		alkaline phosphatase isozyme conversion aminopeptidase	iap		ECIAI39_RS14790	1038	345	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3046877	3047029	-							ECIAI39_RS14795	153		old_locus_tag=ECIAI39_2943
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3046877	3047029	-	WP_000956460.1	WP_000956460.1		type I toxin-antitoxin system Hok family toxin			ECIAI39_RS14795	153	50	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3047294	3048028	-					cysH		ECIAI39_RS14800	735		old_locus_tag=ECIAI39_2944
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3047294	3048028	-	WP_000039841.1	WP_000039841.1		phosphoadenosine phosphosulfate reductase	cysH		ECIAI39_RS14800	735	244	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3048102	3049814	-					cysI		ECIAI39_RS14805	1713		old_locus_tag=ECIAI39_2945
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3048102	3049814	-	WP_001003082.1	WP_001003082.1		assimilatory sulfite reductase (NADPH) hemoprotein subunit	cysI		ECIAI39_RS14805	1713	570	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3049814	3051613	-					cysJ		ECIAI39_RS14810	1800		old_locus_tag=ECIAI39_2946
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3049814	3051613	-	WP_000211901.1	WP_000211901.1		NADPH-dependent assimilatory sulfite reductase flavoprotein subunit	cysJ		ECIAI39_RS14810	1800	599	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3051929	3052294	+					queD		ECIAI39_RS14815	366		old_locus_tag=ECIAI39_2947
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3051929	3052294	+	WP_001329795.1	WP_001329795.1		6-carboxytetrahydropterin synthase QueD	queD		ECIAI39_RS14815	366	121	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3052372	3053643	+					ygcN		ECIAI39_RS14820	1272		old_locus_tag=ECIAI39_2948
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3052372	3053643	+	WP_012602469.1	WP_012602469.1		FAD-dependent oxidoreductase	ygcN		ECIAI39_RS14820	1272	423	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3053634	3053894	+					ygcO		ECIAI39_RS14825	261		old_locus_tag=ECIAI39_2949
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3053634	3053894	+	WP_000109536.1	WP_000109536.1		ferredoxin family protein	ygcO		ECIAI39_RS14825	261	86	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3053911	3054486	+					ygcP		ECIAI39_RS14830	576		old_locus_tag=ECIAI39_2950
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3053911	3054486	+	WP_001130256.1	WP_001130256.1		glycerol-3-phosphate responsive antiterminator	ygcP		ECIAI39_RS14830	576	191	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3054633	3055493	-					ygcQ		ECIAI39_RS14835	861		old_locus_tag=ECIAI39_2951
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3054633	3055493	-	WP_012602470.1	WP_012602470.1		electron transfer flavoprotein subunit alpha/FixB family protein	ygcQ		ECIAI39_RS14835	861	286	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3055490	3056269	-					ygcR		ECIAI39_RS14840	780		old_locus_tag=ECIAI39_2952
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3055490	3056269	-	WP_012602471.1	WP_012602471.1		electron transfer flavoprotein subunit beta/FixA family protein	ygcR		ECIAI39_RS14840	780	259	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3056247	3057656	-					ygcS		ECIAI39_RS14845	1410		old_locus_tag=ECIAI39_2953
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3056247	3057656	-	WP_000218264.1	WP_000218264.1		MFS transporter	ygcS		ECIAI39_RS14845	1410	469	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3057678	3059132	-					ygcU		ECIAI39_RS14850	1455		old_locus_tag=ECIAI39_2954
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3057678	3059132	-	WP_000059295.1	WP_000059295.1		FAD-binding oxidoreductase	ygcU		ECIAI39_RS14850	1455	484	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3059202	3059987	-					ygcW		ECIAI39_RS14855	786		old_locus_tag=ECIAI39_2955
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3059202	3059987	-	WP_000021342.1	WP_000021342.1		SDR family oxidoreductase	ygcW		ECIAI39_RS14855	786	261	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3060306	3060659	+							ECIAI39_RS14860	354		partial;pseudo;old_locus_tag=ECIAI39_2956
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3060306	3060659	+				MFS transporter			ECIAI39_RS14860	354		partial;pseudo
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3060701	3061174	-							ECIAI39_RS14865	474		partial;pseudo;old_locus_tag=ECIAI39_2957
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3060701	3061174	-				IS3 family transposase			ECIAI39_RS14865	474		partial;pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3061264	3062772	-					ltrA		ECIAI39_RS14870	1509		old_locus_tag=ECIAI39_2958
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3061264	3062772	-	WP_001189111.1	WP_001189111.1		group II intron reverse transcriptase/maturase	ltrA		ECIAI39_RS14870	1509	502	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3063445	3064184	-							ECIAI39_RS14875	740		partial;pseudo
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3063445	3064184	-				IS3 family transposase			ECIAI39_RS14875	740		partial;pseudo
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3064240	3065166	+							ECIAI39_RS14880	927		partial;pseudo;old_locus_tag=ECIAI39_2961
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3064240	3065166	+				MFS transporter			ECIAI39_RS14880	927		partial;pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3065193	3066671	+					ygcE		ECIAI39_RS14885	1479		old_locus_tag=ECIAI39_2962
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3065193	3066671	+	WP_000039699.1	WP_000039699.1		sugar kinase	ygcE		ECIAI39_RS14885	1479	492	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3066836	3067756	+							ECIAI39_RS14890	921		old_locus_tag=ECIAI39_2963
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3066836	3067756	+	WP_001276285.1	WP_001276285.1		aminoimidazole riboside kinase			ECIAI39_RS14890	921	306	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3067924	3069441	+							ECIAI39_RS14895	1518		old_locus_tag=ECIAI39_2964
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3067924	3069441	+	WP_000277207.1	WP_000277207.1		carbohydrate porin			ECIAI39_RS14895	1518	505	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3069502	3070872	+							ECIAI39_RS14900	1371		old_locus_tag=ECIAI39_2965
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3069502	3070872	+	WP_000344915.1	WP_000344915.1		sucrose-specific PTS transporter subunit IIBC			ECIAI39_RS14900	1371	456	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3070872	3072281	+							ECIAI39_RS14905	1410		old_locus_tag=ECIAI39_2966
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3070872	3072281	+	WP_012602473.1	WP_012602473.1		sucrose-6-phosphate hydrolase			ECIAI39_RS14905	1410	469	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3072307	3073314	+							ECIAI39_RS14910	1008		old_locus_tag=ECIAI39_2967
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3072307	3073314	+	WP_001232704.1	WP_001232704.1		LacI family DNA-binding transcriptional regulator			ECIAI39_RS14910	1008	335	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3073399	3074070	-					queE		ECIAI39_RS14915	672		old_locus_tag=ECIAI39_2968
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3073399	3074070	-	WP_001199974.1	WP_001199974.1		7-carboxy-7-deazaguanine synthase QueE	queE		ECIAI39_RS14915	672	223	
gene	pseudogene	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3074209	3074350	+							ECIAI39_RS14920	142		pseudo
CDS	without_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3074209	3074350	+				hypothetical protein			ECIAI39_RS14920	142		pseudo
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3074364	3075236	+					ygcG		ECIAI39_RS14925	873		old_locus_tag=ECIAI39_2970
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3074364	3075236	+	WP_001268433.1	WP_001268433.1		YgcG family protein	ygcG		ECIAI39_RS14925	873	290	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3075282	3076628	-							ECIAI39_RS14930	1347		old_locus_tag=ECIAI39_2971
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3075282	3076628	-	WP_000483766.1	WP_000483766.1		IS4-like element IS4 family transposase			ECIAI39_RS14930	1347	448	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3076704	3077135	+							ECIAI39_RS14935	432		old_locus_tag=ECIAI39_2972
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3076704	3077135	+	WP_001197061.1	WP_001197061.1		phosphodiester glycosidase family protein			ECIAI39_RS14935	432	143	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3077218	3078120	+							ECIAI39_RS14940	903		old_locus_tag=ECIAI39_2973
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3077218	3078120	+	WP_000751621.1	WP_000751621.1		S-adenosyl-l-methionine hydroxide adenosyltransferase family protein			ECIAI39_RS14940	903	300	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3078175	3080337	-					uvrD		ECIAI39_RS14945	2163		old_locus_tag=ECIAI39_2974
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3078175	3080337	-	WP_000383404.1	WP_000383404.1		DNA helicase II	uvrD		ECIAI39_RS14945	2163	720	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3080421	3081137	-					yigB		ECIAI39_RS14950	717		old_locus_tag=ECIAI39_2975
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3080421	3081137	-	WP_001213584.1	WP_001213584.1		5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB	yigB		ECIAI39_RS14950	717	238	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3081137	3082033	-					xerC		ECIAI39_RS14955	897		old_locus_tag=ECIAI39_2976
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3081137	3082033	-	WP_000130691.1	WP_000130691.1		tyrosine recombinase XerC	xerC		ECIAI39_RS14955	897	298	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3082030	3082737	-					yigA		ECIAI39_RS14960	708		old_locus_tag=ECIAI39_2977
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3082030	3082737	-	WP_000812796.1	WP_000812796.1		DUF484 domain-containing protein	yigA		ECIAI39_RS14960	708	235	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3082734	3083558	-					dapF		ECIAI39_RS14965	825		old_locus_tag=ECIAI39_2978
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3082734	3083558	-	WP_001160654.1	WP_001160654.1		diaminopimelate epimerase	dapF		ECIAI39_RS14965	825	274	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3083595	3083798	-					yifL		ECIAI39_RS14970	204		old_locus_tag=ECIAI39_2979
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3083595	3083798	-	WP_000799889.1	WP_000799889.1		lipoprotein	yifL		ECIAI39_RS14970	204	67	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3084140	3084694	+							ECIAI39_RS14975	555		old_locus_tag=ECIAI39_2980
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3084140	3084694	+	WP_000522559.1	WP_000522559.1		DUF3304 domain-containing protein			ECIAI39_RS14975	555	184	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3085037	3087094	+							ECIAI39_RS14980	2058		old_locus_tag=ECIAI39_2982
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3085037	3087094	+	WP_000611185.1	WP_000611185.1		hypothetical protein			ECIAI39_RS14980	2058	685	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3087142	3087462	+					cyaY		ECIAI39_RS14985	321		old_locus_tag=ECIAI39_2983
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3087142	3087462	+	WP_000999954.1	WP_000999954.1		iron donor protein CyaY	cyaY		ECIAI39_RS14985	321	106	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3087502	3090048	-					cyaA		ECIAI39_RS14990	2547		old_locus_tag=ECIAI39_2984
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3087502	3090048	-	WP_000281696.1	WP_000281696.1		class I adenylate cyclase	cyaA		ECIAI39_RS14990	2547	848	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3090435	3091376	+					hemC		ECIAI39_RS14995	942		old_locus_tag=ECIAI39_2985
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3090435	3091376	+	WP_012602475.1	WP_012602475.1		hydroxymethylbilane synthase	hemC		ECIAI39_RS14995	942	313	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3091373	3092113	+					hemD		ECIAI39_RS15000	741		old_locus_tag=ECIAI39_2986
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3091373	3092113	+	WP_000026063.1	WP_000026063.1		uroporphyrinogen-III synthase	hemD		ECIAI39_RS15000	741	246	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3092135	3093316	+					hemX		ECIAI39_RS15005	1182		old_locus_tag=ECIAI39_2987
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3092135	3093316	+	WP_000139085.1	WP_000139085.1		uroporphyrinogen-III C-methyltransferase	hemX		ECIAI39_RS15005	1182	393	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3093319	3094515	+					hemY		ECIAI39_RS15010	1197		old_locus_tag=ECIAI39_2988
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3093319	3094515	+	WP_000921797.1	WP_000921797.1		protoheme IX biogenesis protein HemY	hemY		ECIAI39_RS15010	1197	398	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3095201	3096856	+					aslA		ECIAI39_RS15015	1656		old_locus_tag=ECIAI39_2989
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3095201	3096856	+	WP_000395844.1	WP_000395844.1		arylsulfatase AslA	aslA		ECIAI39_RS15015	1656	551	
gene	protein_coding	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3097014	3098249	-					aslB		ECIAI39_RS15020	1236		old_locus_tag=ECIAI39_2990
CDS	with_protein	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3097014	3098249	-	WP_000941548.1	WP_000941548.1		anaerobic sulfatase maturase	aslB		ECIAI39_RS15020	1236	411	
gene	tRNA	GCF_000026345.1	Primary Assembly	chromosome		NC_011750.1	3098396	3098472	-							ECIAI39_RS15025	77		old_locus_tag=ECIAI39_tRNA59
