# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	927501	928037	-	KFI40370.1			gp8			BACT_1072	537	178	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	928057	929295	-							BACT_1073	1239		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	928057	929295	-	KFI40371.1			putative phage capsid protein			BACT_1073	1239	412	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	929297	930085	-							BACT_1074	789		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	929297	930085	-	KFI40372.1			putative phage prohead protease			BACT_1074	789	262	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	930075	931565	-							BACT_1075	1491		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	930075	931565	-	KFI40373.1			phage portal protein			BACT_1075	1491	496	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	931583	933166	-							BACT_1076	1584		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	931583	933166	-	KFI40374.1			putative phage terminase, large subunit			BACT_1076	1584	527	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	933190	933504	-							BACT_1077	315		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	933190	933504	-	KFI40375.1			hypothetical protein			BACT_1077	315	104	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	933657	933953	-							BACT_1078	297		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	933657	933953	-	KFI40376.1			gp55, HNH endonuclease			BACT_1078	297	98	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	934012	934494	+							BACT_1079	483		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	934012	934494	+	KFI40377.1			hypothetical protein			BACT_1079	483	160	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	934487	934603	-							BACT_1080	117		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	934487	934603	-	KFI40378.1			hypothetical protein			BACT_1080	117	38	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	934691	935038	+							BACT_1081	348		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	934691	935038	+	KFI40379.1			hypothetical protein			BACT_1081	348	115	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	935193	935963	-							BACT_1082	771		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	935193	935963	-	KFI40380.1			hypothetical protein			BACT_1082	771	256	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	935960	936733	-							BACT_1083	774		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	935960	936733	-	KFI40381.1			phosphoadenosine phosphosulfate reductase			BACT_1083	774	257	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	936727	937314	-							BACT_1084	588		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	936727	937314	-	KFI40382.1			hypothetical protein			BACT_1084	588	195	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	937311	938141	-							BACT_1085	831		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	937311	938141	-	KFI40383.1			hypothetical protein			BACT_1085	831	276	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	938143	938520	-							BACT_1086	378		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	938143	938520	-	KFI40384.1			hypothetical protein			BACT_1086	378	125	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	938517	939254	-							BACT_1087	738		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	938517	939254	-	KFI40385.1			hypothetical protein			BACT_1087	738	245	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	939251	939817	-							BACT_1088	567		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	939251	939817	-	KFI40386.1			hypothetical protein			BACT_1088	567	188	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	939887	940189	-							BACT_1089	303		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	939887	940189	-	KFI40387.1			hypothetical protein			BACT_1089	303	100	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	940186	940491	-							BACT_1090	306		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	940186	940491	-	KFI40388.1			hypothetical protein			BACT_1090	306	101	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	940496	940846	-							BACT_1091	351		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	940496	940846	-	KFI40389.1			hypothetical protein			BACT_1091	351	116	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	940846	941349	-							BACT_1092	504		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	940846	941349	-	KFI40390.1			hypothetical protein			BACT_1092	504	167	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	941346	942197	-							BACT_1093	852		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	941346	942197	-	KFI40391.1			phage protein			BACT_1093	852	283	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	942226	942393	-							BACT_1094	168		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	942226	942393	-	KFI40392.1			hypothetical protein			BACT_1094	168	55	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	942390	942758	-							BACT_1095	369		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	942390	942758	-	KFI40393.1			phage protein			BACT_1095	369	122	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	942901	943623	-							BACT_1096	723		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	942901	943623	-	KFI40394.1			phage protein			BACT_1096	723	240	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	943598	944056	-							BACT_1097	459		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	943598	944056	-	KFI40395.1			single-strand binding protein			BACT_1097	459	152	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	944223	945035	-							BACT_1098	813		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	944223	945035	-	KFI40396.1			putative gp43			BACT_1098	813	270	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	945020	945556	-							BACT_1099	537		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	945020	945556	-	KFI40397.1			hypothetical protein			BACT_1099	537	178	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	945556	945996	-							BACT_1100	441		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	945556	945996	-	KFI40398.1			hypothetical protein			BACT_1100	441	146	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	946079	946264	-							BACT_1101	186		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	946079	946264	-	KFI40399.1			hypothetical protein			BACT_1101	186	61	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	946261	946449	-							BACT_1102	189		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	946261	946449	-	KFI40400.1			hypothetical protein			BACT_1102	189	62	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	946446	946616	-							BACT_1103	171		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	946446	946616	-	KFI40401.1			hypothetical protein			BACT_1103	171	56	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	946613	947398	-							BACT_1104	786		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	946613	947398	-	KFI40402.1			phage associated-antirepressor BRO			BACT_1104	786	261	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	947533	947688	-							BACT_1105	156		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	947533	947688	-	KFI40403.1			hypothetical protein			BACT_1105	156	51	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	947709	947921	-							BACT_1106	213		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	947709	947921	-	KFI40404.1			hypothetical protein			BACT_1106	213	70	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	948322	948744	+							BACT_1107	423		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	948322	948744	+	KFI40405.1			hypothetical protein			BACT_1107	423	140	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	948769	949209	+							BACT_1108	441		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	948769	949209	+	KFI40406.1			hypothetical protein			BACT_1108	441	146	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	949213	949998	-							BACT_1109	786		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	949213	949998	-	KFI40407.1			hypothetical protein			BACT_1109	786	261	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	950115	950693	+							BACT_1110	579		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	950115	950693	+	KFI40408.1			hypothetical protein			BACT_1110	579	192	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	950907	951440	-							BACT_1111	534		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	950907	951440	-	KFI40409.1			GCN5-related N-acetyltransferase			BACT_1111	534	177	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	951457	952011	-							BACT_1112	555		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	951457	952011	-	KFI40410.1			phage-associated protein			BACT_1112	555	184	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	952220	953668	-							BACT_1113	1449		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	952220	953668	-	KFI40411.1			site-specific recombinase, phage integrase family			BACT_1113	1449	482	
gene	pseudogene	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	953881	956609	-							BACT_1114	2729		pseudo
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	956878	957270	+							BACT_1116	393		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	956878	957270	+	KFI40412.1			ferredoxin			BACT_1116	393	130	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	957267	957926	+							BACT_1117	660		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	957267	957926	+	KFI40413.1			DNA-3-methyladenine glycosylase			BACT_1117	660	219	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	957958	959136	-							BACT_1118	1179		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	957958	959136	-	KFI40414.1			transport protein			BACT_1118	1179	392	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	959331	960743	-							BACT_1119	1413		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	959331	960743	-	KFI40415.1			major facilitator superfamily MFS_1			BACT_1119	1413	470	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	960749	961690	-							BACT_1120	942		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	960749	961690	-	KFI40416.1			Purine nucleosidase			BACT_1120	942	313	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	961724	962533	-							BACT_1121	810		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	961724	962533	-	KFI40417.1			iron-containing alcohol dehydrogenase			BACT_1121	810	269	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	963039	963308	+							BACT_1122	270		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	963039	963308	+	KFI40418.1			hypothetical protein			BACT_1122	270	89	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	963230	964285	-							BACT_1123	1056		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	963230	964285	-	KFI40419.1			methylase			BACT_1123	1056	351	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	964328	965416	-							BACT_1124	1089		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	964328	965416	-	KFI40420.1			peptide chain release factor 1			BACT_1124	1089	362	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	965553	965771	-							BACT_1125	219		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	965553	965771	-	KFI40421.1			50S ribosomal protein L31			BACT_1125	219	72	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	966778	967686	-							BACT_1126	909		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	966778	967686	-	KFI40422.1			dihydrodipicolinate synthetase			BACT_1126	909	302	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	967819	969255	-							BACT_1127	1437		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	967819	969255	-	KFI40423.1			gluconate permease			BACT_1127	1437	478	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	969380	970663	-							BACT_1128	1284		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	969380	970663	-	KFI40424.1			Mandelate racemase/muconate lactonizing enzyme, C-terminal domain protein			BACT_1128	1284	427	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	970841	971833	+							BACT_1129	993		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	970841	971833	+	KFI40425.1			transcription regulator, LacI family			BACT_1129	993	330	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	972946	973146	+							BACT_1130	201		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	972946	973146	+	KFI40426.1			phage protein			BACT_1130	201	66	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	973395	975323	+							BACT_1131	1929		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	973395	975323	+	KFI40427.1			Type IIG restriction enzyme/N6-adenine DNA methyltransferase (M) subunit of unknown recognition sequence			BACT_1131	1929	642	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	975310	976365	+							BACT_1132	1056		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	975310	976365	+	KFI40428.1			Type II specificity (S) subunit of unknown recognition sequence			BACT_1132	1056	351	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	976406	976585	-							BACT_1133	180		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	976406	976585	-	KFI40429.1			hypothetical protein			BACT_1133	180	59	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	976660	976733	-							BACT_tRNA46	74		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	976660	976733	-				tRNA-Met			BACT_tRNA46	74		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	976790	977077	-							BACT_1134	288		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	976790	977077	-	KFI40430.1			ABC-type transporter			BACT_1134	288	95	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	977046	978443	-							BACT_1135	1398		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	977046	978443	-	KFI40431.1			ABC-type transporter			BACT_1135	1398	465	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	978508	979146	-							BACT_1136	639		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	978508	979146	-	KFI40432.1			Hydroxymethylpyrimidine transport system permease protein			BACT_1136	639	212	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	979506	981182	+							BACT_1137	1677		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	979506	981182	+	KFI40433.1			ABC transporter, ATP-binding protein			BACT_1137	1677	558	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	981354	982262	+							BACT_1138	909		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	981354	982262	+	KFI40434.1			Acyl-CoA thioesterase			BACT_1138	909	302	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	982275	982835	-							BACT_1139	561		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	982275	982835	-	KFI40435.1			hypothetical protein			BACT_1139	561	186	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	982832	983905	-							BACT_1140	1074		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	982832	983905	-	KFI40436.1			bifunctional folate synthesis protein			BACT_1140	1074	357	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	983974	986115	-							BACT_1141	2142		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	983974	986115	-	KFI40437.1			ATP-dependent metallopeptidase HflB			BACT_1141	2142	713	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	986112	986687	-							BACT_1142	576		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	986112	986687	-	KFI40438.1			Hypoxanthine-guanine phosphoribosyltransferase			BACT_1142	576	191	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	986674	987783	-							BACT_1143	1110		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	986674	987783	-	KFI40439.1			tRNA(Ile)-lysidine synthase			BACT_1143	1110	369	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	987796	989229	-							BACT_1144	1434		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	987796	989229	-	KFI40440.1			D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase			BACT_1144	1434	477	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	989302	989412	-							BACT_1145	111		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	989302	989412	-	KFI40441.1			hypothetical protein			BACT_1145	111	36	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	989480	990706	-							BACT_1146	1227		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	989480	990706	-	KFI40442.1			N-acetylglucosaminyltransferase			BACT_1146	1227	408	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	990707	992170	-							BACT_1147	1464		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	990707	992170	-	KFI40443.1			putative permease			BACT_1147	1464	487	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	992251	993132	+							BACT_1148	882		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	992251	993132	+	KFI40444.1			glycosyltransferase, group 2 family protein			BACT_1148	882	293	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	993191	993265	+							BACT_tRNA45	75		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	993191	993265	+				tRNA-Glu			BACT_tRNA45	75		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	993531	995096	+							BACT_1149	1566		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	993531	995096	+	KFI40445.1			peptidase S10			BACT_1149	1566	521	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	995213	997156	-							BACT_1150	1944		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	995213	997156	-	KFI40446.1			translation elongation factor			BACT_1150	1944	647	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	997165	997833	-							BACT_1151	669		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	997165	997833	-	KFI40447.1			signal peptidase I			BACT_1151	669	222	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	997973	998839	-							BACT_1152	867		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	997973	998839	-	KFI40448.1			tRNA (guanine-N(7)-)-methyltransferase			BACT_1152	867	288	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	998991	1000001	+							BACT_1153	1011		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	998991	1000001	+	KFI40449.1			UDP-glucose 4-epimerase			BACT_1153	1011	336	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1000087	1000563	+							BACT_1154	477		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1000087	1000563	+	KFI40450.1			hypothetical protein			BACT_1154	477	158	
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1000686	1000759	+							BACT_tRNA44	74		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1000686	1000759	+				tRNA-Asp			BACT_tRNA44	74		
gene	tRNA	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1000807	1000882	+							BACT_tRNA43	76		
tRNA		GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1000807	1000882	+				tRNA-Phe			BACT_tRNA43	76		
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1000948	1001466	-							BACT_1155	519		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1000948	1001466	-	KFI40451.1			low molecular weight protein-tyrosine-phosphatase			BACT_1155	519	172	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1001483	1002151	-							BACT_1156	669		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1001483	1002151	-	KFI40452.1			dihydrofolate reductase			BACT_1156	669	222	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1002205	1003080	-							BACT_1157	876		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1002205	1003080	-	KFI40453.1			thymidylate synthase			BACT_1157	876	291	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1003279	1003692	+							BACT_1158	414		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1003279	1003692	+	KFI40454.1			OsmC family protein			BACT_1158	414	137	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1003806	1004861	-							BACT_1159	1056		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1003806	1004861	-	KFI40455.1			universal stress family protein			BACT_1159	1056	351	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1005060	1005800	-							BACT_1160	741		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1005060	1005800	-	KFI40456.1			invasion-associated protein			BACT_1160	741	246	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1005862	1006827	-							BACT_1161	966		
CDS	with_protein	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1005862	1006827	-	KFI40457.1			CHAP domain			BACT_1161	966	321	
gene	protein_coding	GCA_000741095.1	Primary Assembly	unplaced scaffold		JGYK01000001.1	1007112	1008536	-							BACT_1162	1425		
